2025-06-09 02:09:16,891 - INFO - patching driver executable C:\Users\jimoh\appdata\roaming\undetected_chromedriver\undetected_chromedriver.exe
2025-06-09 02:09:31,899 - INFO - Navigated to https://conspicuous.com/jobs/
2025-06-09 02:09:32,627 - INFO - Job listings tree fully loaded
2025-06-09 02:09:32,627 - INFO - Page ready for scraping.
2025-06-09 02:25:54,791 - INFO - Navigated to https://conspicuous.com/jobs/
2025-06-09 02:25:55,869 - INFO - Job listings loaded
2025-06-09 02:25:55,870 - INFO - At page 1 (no scraping yet)
2025-06-09 02:25:56,114 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:25:59,144 - INFO - At page 2 (no scraping yet)
2025-06-09 02:25:59,352 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:26:02,427 - INFO - At page 3 (no scraping yet)
2025-06-09 02:26:02,947 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:26:05,976 - INFO - At page 4 (no scraping yet)
2025-06-09 02:26:06,165 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:26:09,196 - INFO - At page 5 (no scraping yet)
2025-06-09 02:26:09,358 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:26:12,425 - INFO - Pagination complete
2025-06-09 02:32:05,843 - INFO - Navigated to https://conspicuous.com/jobs/
2025-06-09 02:32:07,077 - INFO - Job listings loaded
2025-06-09 02:32:07,078 - INFO - At page 1 (no scraping yet)
2025-06-09 02:32:07,473 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:10,535 - INFO - At page 2 (no scraping yet)
2025-06-09 02:32:10,723 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:13,753 - INFO - At page 3 (no scraping yet)
2025-06-09 02:32:14,322 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:17,382 - INFO - At page 4 (no scraping yet)
2025-06-09 02:32:17,609 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:20,670 - INFO - At page 5 (no scraping yet)
2025-06-09 02:32:20,832 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:23,864 - INFO - At page 6 (no scraping yet)
2025-06-09 02:32:24,075 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:27,122 - INFO - At page 7 (no scraping yet)
2025-06-09 02:32:27,318 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:30,389 - INFO - At page 8 (no scraping yet)
2025-06-09 02:32:30,736 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:33,803 - INFO - At page 9 (no scraping yet)
2025-06-09 02:32:34,026 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:37,088 - INFO - At page 10 (no scraping yet)
2025-06-09 02:32:37,321 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:40,373 - INFO - At page 11 (no scraping yet)
2025-06-09 02:32:40,539 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:43,609 - INFO - At page 12 (no scraping yet)
2025-06-09 02:32:43,839 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:46,947 - INFO - At page 13 (no scraping yet)
2025-06-09 02:32:47,267 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:50,351 - INFO - At page 14 (no scraping yet)
2025-06-09 02:32:50,576 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:53,646 - INFO - At page 15 (no scraping yet)
2025-06-09 02:32:53,876 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:32:56,947 - INFO - At page 16 (no scraping yet)
2025-06-09 02:32:57,185 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:00,212 - INFO - At page 17 (no scraping yet)
2025-06-09 02:33:00,399 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:03,449 - INFO - At page 18 (no scraping yet)
2025-06-09 02:33:03,748 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:06,818 - INFO - At page 19 (no scraping yet)
2025-06-09 02:33:07,035 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:10,082 - INFO - At page 20 (no scraping yet)
2025-06-09 02:33:10,277 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:13,353 - INFO - At page 21 (no scraping yet)
2025-06-09 02:33:13,517 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:16,591 - INFO - At page 22 (no scraping yet)
2025-06-09 02:33:16,788 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:19,854 - INFO - At page 23 (no scraping yet)
2025-06-09 02:33:20,157 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:23,223 - INFO - At page 24 (no scraping yet)
2025-06-09 02:33:23,418 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:26,490 - INFO - At page 25 (no scraping yet)
2025-06-09 02:33:26,718 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:29,798 - INFO - At page 26 (no scraping yet)
2025-06-09 02:33:30,118 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:33,144 - INFO - At page 27 (no scraping yet)
2025-06-09 02:33:33,313 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:36,381 - INFO - At page 28 (no scraping yet)
2025-06-09 02:33:36,672 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:39,744 - INFO - At page 29 (no scraping yet)
2025-06-09 02:33:39,990 - INFO - Clicked forward arrow to go to next page
2025-06-09 02:33:43,047 - INFO - At page 30 (no scraping yet)
2025-06-09 02:33:43,107 - INFO - No forward arrow found; last page reached
2025-06-09 02:33:43,107 - INFO - Pagination complete
2025-06-09 03:50:49,963 - INFO - Navigated to https://conspicuous.com/jobs/
2025-06-09 03:50:51,046 - INFO - Job listings loaded
2025-06-09 03:50:51,047 - INFO - Scraping page 1
2025-06-09 03:50:51,072 - INFO - Found 10 jobs on this page
2025-06-09 03:50:51,569 - INFO - Scraped job 1: Lead Dynamics D365BC Consultant – [£85k, Partner, UK Home based]
2025-06-09 03:50:51,712 - INFO - Scraped job 2: Dynamics 365 Business Central Technical Architect – Midlands Hybrid | Microsoft Partner
2025-06-09 03:50:51,862 - INFO - Scraped job 3: Dynamics 365 Business Central Support / Consultant – UK Remote | Microsoft Partner
2025-06-09 03:50:52,379 - INFO - Scraped job 4: Dynamics 365 Business Central Manufacturing Consultant – Remote UK | Microsoft Partner
2025-06-09 03:50:52,588 - INFO - Scraped job 5: D365 BC / ERP Finance Consultant – Lisbon Hybrid – €45k
2025-06-09 03:50:52,964 - INFO - Scraped job 6: D365 BC Consultant – Sheffield Hybrid – £75k – Microsoft Partner
2025-06-09 03:50:53,354 - INFO - Scraped job 7: D365 BC Consultant – Construction – UK – £70k – Microsoft Partner
2025-06-09 03:50:53,528 - INFO - Scraped job 8: D365 BC Developer – End User – North East – £65k
2025-06-09 03:50:53,696 - INFO - Scraped job 9: D365 Business Central Developer – UK – £70k – Microsoft Partner
2025-06-09 03:50:54,101 - INFO - Scraped job 10: D365 F&O Technical Architect – Microsoft Partner – Malta – €70k
2025-06-09 03:50:54,372 - INFO - Clicked forward arrow to go to next page
2025-06-09 03:50:57,483 - INFO - Scraping page 2
2025-06-09 03:50:57,519 - INFO - Found 10 jobs on this page
2025-06-09 03:50:57,899 - INFO - Scraped job 1: Dynamics 365 F&O Solution Architect – Microsoft Partner – Malta – €70k + Relocation
2025-06-09 03:50:58,094 - INFO - Scraped job 2: ERP HR Consultant – Microsoft Partner – Lisbon or Porto – €45k Hybrid
2025-06-09 03:50:58,261 - INFO - Scraped job 3: Dynamics 365 Finance Consultant – Microsoft Partner – Porto Hybrid – €50k
2025-06-09 03:50:58,484 - INFO - Scraped job 4: Dynamics 365 F&O Functional Consultant – Microsoft Partner – Malta – €60k + Relocation
2025-06-09 03:50:58,747 - INFO - Scraped job 5: Dynamics 365 F&O Developer – Microsoft Partner – Malta – €60k + Relocation
2025-06-09 03:50:58,975 - INFO - Scraped job 6: Dynamics 365 CE Solution Architect – Microsoft Partner – Midlands Hybrid – Up to £90k
2025-06-09 03:50:59,135 - INFO - Scraped job 7: Dynamics 365 CE Solution Architect – Microsoft Partner – Malta – Up to €70k
2025-06-09 03:50:59,337 - INFO - Scraped job 8: Dynamics 365 Project Manager – Microsoft Partner – Lisbon, Portugal – Up to €50k
